1.000000000000000666e+00,-1.350159655228820639e-16,1.057702082636137231e-17,-2.362150656477869002e-18,-2.249342984693841406e-17,5.203886618558151180e-17,3.036039626746245125e-17,5.388373318247328045e-17,2.055567033508788406e-17,-4.131958979215693637e-17,-3.013305963417648475e-17,-1.078558354007642526e-17
-1.350159655228820639e-16,1.000000000000000222e+00,1.486500481336899569e-17,-1.071298763678334784e-17,-4.758142201570198067e-18,-2.484671307028568269e-17,-1.804338027209906297e-17,-4.302492778772294608e-17,-8.205200778793842978e-18,-1.547060423014584222e-17,-1.251038589536038195e-17,-1.555698687706886223e-17
1.057702082636137231e-17,1.486500481336899569e-17,1.000000000000001554e+00,4.792947448963761710e-18,-3.186303269684799709e-17,7.867939287942736784e-17,2.850820619700788296e-17,-1.878360421043142628e-17,-2.807432342556697866e-17,-2.371850977426824729e-17,3.108055643715233427e-17,3.843414062578200911e-18
-2.362150656477869002e-18,-1.071298763678334784e-17,4.792947448963761710e-18,9.999999999999998890e-01,-5.587210573111679166e-17,8.634084229117095140e-18,-3.953054336510689336e-17,2.576321731254325590e-17,-2.797747075520538731e-17,-4.233029519134996357e-17,-1.723047277249877979e-17,-9.586490669004629536e-18
-2.249342984693841406e-17,-4.758142201570198067e-18,-3.186303269684799709e-17,-5.587210573111679166e-17,1.000000000000000888e+00,-1.114693723625103255e-18,1.648284128389701001e-18,-1.378681799158670462e-17,-3.809200617618551090e-17,3.533067570077292574e-17,-1.489168452556625580e-19,4.051472495444086447e-17
5.203886618558151180e-17,-2.484671307028568269e-17,7.867939287942736784e-17,8.634084229117095140e-18,-1.114693723625103255e-18,9.999999999999994449e-01,4.319080462365613927e-18,1.924212930038633812e-17,-1.372900469967110131e-17,-4.245305925036138429e-18,1.333098908381839572e-17,3.860004572576700796e-17
3.036039626746245125e-17,-1.804338027209906297e-17,2.850820619700788296e-17,-3.953054336510689336e-17,1.648284128389701001e-18,4.319080462365613927e-18,9.999999999999995559e-01,-1.963339410095510806e-17,-3.219039509803772459e-17,5.850473101652532469e-17,-9.346011352865484201e-18,-2.293396419386784343e-17
5.388373318247328045e-17,-4.302492778772294608e-17,-1.878360421043142628e-17,2.576321731254325590e-17,-1.378681799158670462e-17,1.924212930038633812e-17,-1.963339410095510806e-17,1.000000000000000222e+00,-1.811111382661209698e-17,-3.615495834434523415e-17,-2.942331881649021928e-17,2.977553770988235661e-17
2.055567033508788406e-17,-8.205200778793842978e-18,-2.807432342556697866e-17,-2.797747075520538731e-17,-3.809200617618551090e-17,-1.372900469967110131e-17,-3.219039509803772459e-17,-1.811111382661209698e-17,1.000000000000000444e+00,-2.424914595400375523e-17,-5.919353139798811094e-17,-2.225000969225957613e-17
-4.131958979215693637e-17,-1.547060423014584222e-17,-2.371850977426824729e-17,-4.233029519134996357e-17,3.533067570077292574e-17,-4.245305925036138429e-18,5.850473101652532469e-17,-3.615495834434523415e-17,-2.424914595400375523e-17,1.000000000000001110e+00,-9.559433327328864937e-18,3.754552449354848813e-17
-3.013305963417648475e-17,-1.251038589536038195e-17,3.108055643715233427e-17,-1.723047277249877979e-17,-1.489168452556625580e-19,1.333098908381839572e-17,-9.346011352865484201e-18,-2.942331881649021928e-17,-5.919353139798811094e-17,-9.559433327328864937e-18,1.000000000000000000e+00,-4.405220048567282169e-18
-1.078558354007642526e-17,-1.555698687706886223e-17,3.843414062578200911e-18,-9.586490669004629536e-18,4.051472495444086447e-17,3.860004572576700796e-17,-2.293396419386784343e-17,2.977553770988235661e-17,-2.225000969225957613e-17,3.754552449354848813e-17,-4.405220048567282169e-18,1.000000000000000222e+00
